order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price,discount,total_amount,payment_method,store_location,order_status
O08300,2025/01/21,C0963,P205,Levi Jeans,Fashion,3,46781,,,Cash,Delhi,Completed
O08301,2025/02/07,C0996,P205,Levi Jeans,Fashon,-1,20186,0.1,,Credit Card,Pune,Completed
O08302,21/02/2025,C0294,P201,iPhone 15,Electronics,3,78558,10%,,Credit Card,Jaipur,completed
O08303,09-01-2025,C0364,P205,Levi Jeans,Electronics,3,abc,0.05,,, ,Returned
O08304,2025-03-06,C0263,P204,Nike Shoes,Home and Living,2,62549,0.05,,Credit Card,Hyderabad,Cancelled
O08305,04/02/2025,C0303,P206,HP Laptop,electronics,2,2647,10%,,UPI, ,Cancelled
O08306,20/02/2025,C0619,P209,Office Chair,Fashion,3,17224,5%,,,Delhi,Returned
O08307,06/01/2025,C0753,P207,Microwave Oven,Home and Living,-1,56569,0.05,,Cash, ,Completed
O08308,06-03-2025,C0386,P206,HP Laptop,electronics,2,abc,0.05,,, ,Completed
O08309,2025-01-12,C0393,P207,Microwave Oven,Electronics,-1,79686,5%,,Debit Card,Pune,Completed
O08310,2025/03/03,C0387,P207,Microwave Oven,electronics,1,64723,10%,,,Chennai,Completed
O08311,2025/01/11,C0319,P205,Levi Jeans,electronics,2,abc,0.1,,Debit Card,Pune,Returned
O08312,2025/02/01,C0988,P203,Sony Headphones,Fashion,1,78186,10%,,Credit Card,Lucknow,Cancelled
O08313,2025-02-21,C0690,P205,Levi Jeans,Fashion,2,74384,5%,,UPI,Delhi,Completed
O08314,2025/01/02,C0943,P209,Office Chair,Home & Living,1,abc,0,,Cash, ,Cancelled
O08315,2025/02/13,C0210,P204,Nike Shoes,Fashion,1,25846,0.05,,UPI,Delhi,Cancelled
O08316,04-03-2025,C0877,P201,iPhone 15,electronics,3,abc,0.1,,UPI,Kolkata,completed
O08317,12-01-2025,C0571,P204,Nike Shoes,Electronics,1,26475,5%,,Cash,Pune,Returned
O08318,05-02-2025,C0270,P204,Nike Shoes,Electronic,1,54305,10%,,UPI,Chennai,Completed
O08319,2025/01/17,C0834,P209,Office Chair,Electronic,2,55334,10%,,Debit Card, ,completed
O08320,2025-03-29,C0319,,Air Conditioner,Fashion,2,abc,,,Debit Card,Kolkata,Returned
O08321,10-01-2025,C0785,P209,Office Chair,Fashion,1,abc,ten,,UPI,Lucknow,Completed
O08322,03/01/2025,C0316,P209,Office Chair,Fashion,-1,abc,0,,Credit Card,Lucknow,completed
O08323,2025/03/26,C0159,P207,Microwave Oven,Home & Living,-1,abc,5%,,Debit Card,Jaipur,Completed
O08324,14/02/2025,C0682,P205,Levi Jeans,electronics,3,33051,,,Cash,Delhi,completed
O08325,2025/01/13,C0528,P209,Office Chair,Fashion,-1,47540,0,,Cash,Bangalore,completed
O08326,18/03/2025,C0254,P209,Office Chair,Home and Living,1,76678,5%,,UPI,Kolkata,Completed
O08327,2025-03-20,C0792,P202,Samsung TV,electronics,3,abc,0.1,,,Jaipur,completed
O08328,02-03-2025,C0162,P209,Office Chair,Electronic,3,39021,5%,,Cash,Chennai,Cancelled
O08329,2025/01/29,C0997,P203,Sony Headphones,electronics,-1,abc,0.05,,UPI,Jaipur,Completed
O08330,2025/01/02,C0781,P204,Nike Shoes,Electronic,1,17629,10%,,,Pune,completed
O08331,2025/02/07,C0277,P208,Refrigerator,Electronic,1,abc,0.1,,,Pune,Completed
O08332,2025-03-01,C0293,P201,iPhone 15,Fashion,-1,12715,0.1,,Credit Card,Pune,Returned
O08333,2025/02/10,C0960,P204,Nike Shoes,Fashion,3,34335,,,Credit Card,Hyderabad,completed
O08334,2025-02-27,C0746,P208,Refrigerator,Electronics,2,21860,ten,,,Chennai,Completed
O08335,14-03-2025,C0963,P206,HP Laptop,Home and Living,1,abc,0.1,,Cash,Jaipur,Returned
O08336,05/02/2025,C0212,P205,Levi Jeans,Home & Living,1,79903,0,,Credit Card,Jaipur,Returned
O08337,25/02/2025,C0837,P208,Refrigerator,Fashon,-1,60458,5%,,Cash,Jaipur,Returned
O08338,09-02-2025,C0692,P210,Air Conditioner,Electronic,-1,57580,,,Cash,Chennai,completed
O08339,2025-03-19,C0235,P204,Nike Shoes,Fashon,3,11114,0,,,Jaipur,Cancelled
O08340,2025-02-08,,P209,Office Chair,Home and Living,-1,15919,10%,,UPI,Hyderabad,Completed
O08341,2025/02/12,C0787,P209,Office Chair,Home and Living,-1,29494,10%,,Cash,Pune,completed
O08342,2025-02-06,C0530,P207,Microwave Oven,electronics,3,abc,10%,,Credit Card,Pune,Completed
O08343,2025-01-31,C0475,P203,Sony Headphones,Electronics,1,11529,0.1,,Debit Card,Mumbai,completed
O08344,19/03/2025,C0012,P210,Air Conditioner,Home and Living,3,56879,5%,,Debit Card,Delhi,completed
O08345,2025-03-29,C0546,P203,Sony Headphones,Home & Living,3,4474,0.1,,Cash, ,Returned
O08346,28-02-2025,C0212,P208,Refrigerator,Home & Living,3,19672,5%,,Cash,Jaipur,Completed
O08347,2025-02-23,C0181,P209,Office Chair,Electronics,-1,abc,0,,UPI,Pune,Returned
O08348,08-03-2025,C0528,P205,Levi Jeans,electronics,2,abc,0.05,,UPI,Pune,Cancelled
O08349,17/03/2025,C0255,P206,HP Laptop,Electronic,3,abc,ten,,Cash,Hyderabad,Completed
O08350,2025-03-30,C0550,P202,Samsung TV,electronics,2,abc,ten,,Debit Card, ,Cancelled
O08351,2025/01/07,C0843,P207,Microwave Oven,Home and Living,3,abc,ten,,Cash,Bangalore,completed
O08352,2025-03-06,C0319,P203,Sony Headphones,Fashion,3,abc,0,,Cash,Mumbai,Cancelled
O08353,20/03/2025,C0771,P201,iPhone 15,Home & Living,-1,abc,10%,,Credit Card,Hyderabad,completed
O08354,2025-01-12,C0604,P207,Microwave Oven,Electronics,3,61524,0.05,,,Mumbai,Cancelled
O08355,2025-03-26,C0997,P206,HP Laptop,Home and Living,1,36889,0,,Cash, ,completed
O08356,17-02-2025,C0784,P209,Office Chair,electronics,-1,52130,0.1,,UPI,Delhi,Cancelled
O08357,29-03-2025,C0151,P205,Levi Jeans,Fashion,-1,abc,10%,,Credit Card,Bangalore,Returned
O08358,21/02/2025,C0634,P208,Refrigerator,Electronic,-1,abc,,,Cash,Hyderabad,Returned
O08359,19/01/2025,C0768,P209,Office Chair,electronics,3,26137,5%,,,Kolkata,Completed
O08360,2025/02/12,C0171,P201,iPhone 15,Home & Living,1,abc,ten,,UPI, ,Completed
O08361,2025/03/16,C0698,P206,HP Laptop,Electronics,-1,33058,10%,,Debit Card,Pune,Completed
O08362,2025-01-26,C0337,P206,HP Laptop,Home and Living,2,abc,0,,UPI,Hyderabad,completed
O08363,25-03-2025,C0717,P201,iPhone 15,Fashion,2,abc,0.05,,UPI,Hyderabad,completed
O08364,2025/03/19,C0197,P207,Microwave Oven,Fashon,-1,15651,0,,UPI,Kolkata,Completed
O08365,2025/02/27,C0873,P203,Sony Headphones,electronics,3,31873,0.05,,Cash,Lucknow,completed
O08366,20/02/2025,C0863,P208,Refrigerator,Home & Living,-1,abc,,,Cash, ,Returned
O08367,2025/02/16,C0739,P210,Air Conditioner,Home & Living,3,26691,10%,,, ,Cancelled
O08368,2025/03/14,C0335,P208,Refrigerator,Fashion,-1,45807,0.1,,,Delhi,Completed
O08369,01/03/2025,C0011,P205,Levi Jeans,Home & Living,-1,abc,0.1,,,Chennai,completed
O08370,2025/03/08,C0514,P204,Nike Shoes,Fashion,1,70717,0.1,,Debit Card,Kolkata,Completed
O08371,2025/03/12,C0327,P201,iPhone 15,Home and Living,2,abc,,,UPI,Pune,Cancelled
O08372,22-02-2025,C0217,P202,Samsung TV,Electronic,1,abc,5%,,Cash,Hyderabad,Completed
O08373,2025-03-11,C0856,P208,Refrigerator,Electronic,-1,24708,ten,,Credit Card,Pune,Returned
O08374,06-02-2025,C0524,P206,HP Laptop,Home & Living,3,19712,0.05,,Debit Card,Hyderabad,Returned
O08375,13-02-2025,C0417,P204,Nike Shoes,Electronics,2,abc,ten,,Debit Card,Kolkata,Returned
O08376,2025/01/02,C0918,P208,Refrigerator,Electronics,3,7575,,,UPI,Delhi,Cancelled
O08377,2025/02/17,C0813,P210,Air Conditioner,Home and Living,-1,58656,ten,,, ,completed
O08378,2025-02-06,C0632,P204,Nike Shoes,Fashon,2,33086,0,,Credit Card,Delhi,completed
O08379,2025/01/17,C0802,P208,Refrigerator,Electronics,3,abc,0.1,,Cash, ,Returned
O08380,2025-01-30,C0445,P203,Sony Headphones,Fashon,1,abc,10%,,,Kolkata,Returned
O08381,09-01-2025,C0548,P207,Microwave Oven,Home and Living,2,59477,0.05,,Cash,Bangalore,completed
O08382,2025-01-22,C0484,P204,Nike Shoes,Electronic,3,abc,,,UPI,Pune,completed
O08383,2025-02-28,C0519,P201,iPhone 15,Home & Living,1,72973,0.05,,Credit Card,Pune,Cancelled
O08384,15-01-2025,C0720,P205,Levi Jeans,Electronic,3,78144,0.1,,Cash,Hyderabad,completed
O08385,2025/01/29,C0468,P210,Air Conditioner,Electronic,1,44108,,,Debit Card,Hyderabad,Returned
O08386,21/02/2025,C0801,P207,Microwave Oven,electronics,1,abc,0.1,,Cash,Mumbai,Completed
O08387,2025/01/08,C0139,P202,Samsung TV,Fashon,3,73310,10%,,,Bangalore,Returned
O08388,2025-02-21,C0517,P210,Air Conditioner,electronics,2,71858,0,,UPI,Kolkata,Returned
O08389,04/03/2025,C0282,P202,Samsung TV,Electronic,1,abc,,,Debit Card,Jaipur,Cancelled
O08390,2025-02-09,C0868,P205,Levi Jeans,Electronic,2,abc,5%,,,Lucknow,completed
O08391,2025-01-09,C0737,P203,Sony Headphones,Home & Living,1,25286,5%,,Cash,Jaipur,Completed
O08392,01-02-2025,C0082,P204,Nike Shoes,Electronic,-1,abc,10%,,Debit Card,Hyderabad,Returned
O08393,05/02/2025,C0190,P210,Air Conditioner,Electronic,-1,64851,,,,Pune,Completed
O08394,09-03-2025,C0426,P204,Nike Shoes,electronics,-1,abc,ten,,Debit Card,Bangalore,completed
O08395,02/03/2025,C0447,P206,HP Laptop,Fashion,-1,abc,0,,Debit Card,Chennai,Cancelled
O08396,2025/03/14,C0616,P203,Sony Headphones,Electronics,1,abc,0,,Debit Card,Jaipur,Returned
O08397,13/01/2025,C0813,P206,HP Laptop,Fashon,3,65344,10%,,Cash,Mumbai,Cancelled
O08398,08/03/2025,C0655,P201,iPhone 15,electronics,3,48360,0.05,,,Kolkata,completed
O08399,2025/03/30,C0713,P201,iPhone 15,Electronics,-1,15768,ten,,Cash,Hyderabad,completed
O08400,2025/02/24,C0403,P202,Samsung TV,Home and Living,3,abc,0.1,,Credit Card,Lucknow,completed
O08401,2025-02-28,C0394,,Refrigerator,Home and Living,-1,abc,ten,,,Chennai,Completed
O08402,05/03/2025,C0439,P207,Microwave Oven,electronics,2,abc,,,Credit Card,Mumbai,Completed
O08403,27-01-2025,C0978,P203,Sony Headphones,Fashion,1,abc,0,,,Bangalore,Cancelled
O08404,2025/01/21,C0035,P204,Nike Shoes,electronics,1,25832,5%,,Credit Card, ,Completed
O08405,2025-01-16,C0148,P207,Microwave Oven,Electronics,2,72743,0,,Cash, ,Completed
O08406,05-02-2025,C0588,P201,iPhone 15,Electronics,1,abc,0.05,,, ,Completed
O08407,16/02/2025,C0636,P208,Refrigerator,Home and Living,3,43446,10%,,,Bangalore,Completed
O08408,17-01-2025,C0258,P208,Refrigerator,Electronic,3,abc,0,,Cash,Bangalore,Completed
O08409,18-01-2025,C0970,P206,HP Laptop,Fashion,1,abc,0.05,,Debit Card,Jaipur,Cancelled
O08410,23-02-2025,C0803,P204,Nike Shoes,electronics,3,abc,0.05,,Debit Card,Delhi,completed
O08411,2025-01-29,C0472,P205,Levi Jeans,electronics,1,abc,0.1,,UPI,Mumbai,Cancelled
O08412,19/01/2025,C0287,P203,Sony Headphones,Home & Living,3,abc,,,UPI, ,Completed
O08413,08/03/2025,C0111,P208,Refrigerator,Home and Living,1,42653,10%,,Cash,Jaipur,completed
O08414,2025/03/23,C0437,P207,Microwave Oven,Fashon,2,abc,0.05,,Cash,Chennai,Returned
O08415,2025-02-27,C0435,P204,Nike Shoes,Home and Living,3,2198,0.05,,,Bangalore,Completed
O08416,2025/01/13,C0456,P205,Levi Jeans,Home & Living,3,28208,ten,,Credit Card,Pune,Completed
O08417,07-01-2025,C0552,P202,Samsung TV,Fashon,3,72395,0.05,,Cash,Kolkata,Cancelled
O08418,2025-01-21,C0182,P207,Microwave Oven,Electronic,1,79750,5%,,UPI,Lucknow,Returned
O08419,15-03-2025,C0335,P201,iPhone 15,Fashon,1,abc,ten,,Debit Card,Jaipur,Cancelled
O08420,2025-01-08,C0676,P203,Sony Headphones,Home and Living,2,40745,,,Debit Card,Mumbai,completed
O08421,25-02-2025,C0521,P201,iPhone 15,Fashon,-1,abc,0,,,Lucknow,Completed
O08422,2025/03/25,C0440,P208,Refrigerator,electronics,1,abc,0.1,,Credit Card,Pune,Returned
O08423,2025-02-02,C0125,P208,Refrigerator,Fashon,1,abc,ten,,Debit Card,Kolkata,Returned
O08424,23-02-2025,C0999,P208,Refrigerator,Electronics,1,abc,0.05,,Debit Card,Delhi,Returned
O08425,20-01-2025,C0308,P207,Microwave Oven,Electronic,-1,abc,0.1,,UPI,Chennai,Cancelled
O08426,2025-01-11,C0522,P207,Microwave Oven,Fashon,-1,abc,10%,,Credit Card,Jaipur,Returned
O08427,2025/01/23,C0471,P210,Air Conditioner,Electronic,3,13306,0.05,,,Pune,completed
O08428,2025-01-15,C0866,P204,Nike Shoes,Electronic,2,12798,10%,,UPI,Pune,Completed
O08429,2025/02/22,C0825,P202,Samsung TV,Electronic,-1,abc,ten,,Debit Card,Chennai,Returned
O08430,2025/02/22,C1000,P209,Office Chair,Electronics,3,abc,0,,Credit Card,Delhi,Cancelled
O08431,04/02/2025,C0635,P202,Samsung TV,Electronic,2,9346,0.1,,,Pune,Completed
O08432,08-02-2025,C0920,P206,HP Laptop,Electronics,1,76992,0.05,,,Delhi,Returned
O08433,27-03-2025,C0127,P208,Refrigerator,electronics,1,abc,5%,,Debit Card,Mumbai,Returned
O08434,26/01/2025,C0255,P203,Sony Headphones,Electronic,3,35182,0.1,,Debit Card,Kolkata,Returned
O08435,2025/01/29,C0039,P202,Samsung TV,Fashion,3,4586,0.1,,,Mumbai,Cancelled
O08436,04/01/2025,C0269,P204,Nike Shoes,Home & Living,1,abc,ten,,,Mumbai,Cancelled
O08437,24/02/2025,C0095,P209,Office Chair,Fashion,-1,49804,0.05,,Cash,Chennai,completed
O08438,2025-02-02,C0640,P209,Office Chair,Fashion,3,72574,,,Credit Card,Chennai,Completed
O08439,24/01/2025,C0846,P204,Nike Shoes,Electronic,-1,abc,0.05,,,Bangalore,Returned
O08440,2025/02/26,C0087,P205,Levi Jeans,Fashon,2,76888,,,Cash, ,Returned
O08441,12/03/2025,,P209,Office Chair,Home and Living,3,8917,10%,,Cash,Chennai,Returned
O08442,06/02/2025,C0208,P207,Microwave Oven,Electronics,3,abc,10%,,Debit Card,Chennai,Completed
O08443,31/01/2025,C0826,P205,Levi Jeans,electronics,1,abc,0,,Credit Card, ,completed
O08444,26-03-2025,C0238,P205,Levi Jeans,Electronics,2,abc,5%,,Cash,Pune,completed
O08445,2025/02/22,C0327,,iPhone 15,Electronic,2,abc,5%,,Debit Card,Jaipur,Returned
O08446,24/01/2025,C0409,P206,HP Laptop,Home & Living,2,abc,0.1,,Credit Card,Pune,Cancelled
O08447,16/01/2025,C0254,P209,Office Chair,Fashion,3,30645,0.1,,Credit Card,Bangalore,completed
O08448,2025-03-02,C0749,P204,Nike Shoes,Home and Living,2,abc,0.05,,Debit Card,Lucknow,completed
O08449,15-02-2025,C0702,P203,Sony Headphones,Electronic,1,54010,5%,,Cash,Chennai,completed
O08450,24-03-2025,C0993,P206,HP Laptop,Fashon,1,abc,10%,,Debit Card, ,Completed
O08451,01-03-2025,C0232,P205,Levi Jeans,Fashion,3,17625,0.1,,Cash,Mumbai,Cancelled
O08452,20-01-2025,C0028,P203,Sony Headphones,Fashon,-1,30024,ten,,UPI,Pune,Completed
O08453,2025/01/24,C0017,P209,Office Chair,Fashion,3,abc,10%,,,Kolkata,Completed
O08454,17-03-2025,C0944,P209,Office Chair,Home & Living,3,abc,,,,Chennai,Returned
O08455,05/03/2025,C0440,P203,Sony Headphones,Home and Living,-1,49868,ten,,Cash,Bangalore,completed
O08456,2025/03/16,C0874,P210,Air Conditioner,Home & Living,1,abc,0,,UPI,Hyderabad,Cancelled
O08457,21/02/2025,C0748,P205,Levi Jeans,Electronic,1,35533,0,,Credit Card,Hyderabad,Completed
O08458,16-01-2025,C0270,P210,Air Conditioner,Electronic,3,46301,ten,,Credit Card,Bangalore,Cancelled
O08459,2025/03/21,C0351,P208,Refrigerator,Home & Living,3,32610,,,Cash,Pune,completed
O08460,2025-01-03,C0106,P206,HP Laptop,Home & Living,2,79070,0,,Cash,Lucknow,Returned
O08461,25-02-2025,C0358,P201,iPhone 15,electronics,-1,abc,0.1,,Debit Card, ,completed
O08462,2025-03-31,C0086,P208,Refrigerator,Home and Living,3,79112,0.05,,UPI,Mumbai,completed
O08463,25-03-2025,C0520,P205,Levi Jeans,Fashion,3,abc,0.05,,Debit Card,Hyderabad,completed
O08464,02-02-2025,C0045,P204,Nike Shoes,electronics,3,abc,ten,,UPI,Hyderabad,completed
O08465,2025/02/09,C0505,P201,iPhone 15,Fashon,-1,abc,,,Cash,Mumbai,Completed
O08466,2025-01-01,C0271,P205,Levi Jeans,Electronic,3,2513,5%,,UPI,Kolkata,Cancelled
O08467,25-01-2025,C0394,P207,Microwave Oven,electronics,3,54892,ten,,Cash,Hyderabad,Cancelled
O08468,2025/03/21,C0142,P210,Air Conditioner,Home and Living,-1,59675,0.1,,,Mumbai,Returned
O08469,2025/02/09,C0322,P203,Sony Headphones,Electronics,1,abc,0.05,,Debit Card,Pune,Returned
O08470,21-03-2025,C0143,P207,Microwave Oven,Home & Living,1,70433,0.1,,UPI,Delhi,Returned
O08471,13-02-2025,C0147,P208,Refrigerator,Home and Living,3,abc,10%,,Credit Card,Pune,Completed
O08472,2025/01/31,C0447,P209,Office Chair,Electronic,2,52650,5%,,Cash,Lucknow,Returned
O08473,2025-03-22,C0470,P206,HP Laptop,Electronic,-1,54055,5%,,,Mumbai,completed
O08474,29/03/2025,C0602,P207,Microwave Oven,Home & Living,1,abc,5%,,Credit Card,Jaipur,completed
O08475,2025-02-16,C0838,P204,Nike Shoes,Fashon,3,abc,10%,,UPI,Hyderabad,Completed
O08476,2025/02/05,C0187,P207,Microwave Oven,Home and Living,1,7460,0.1,,Debit Card,Lucknow,Completed
O08477,2025/01/13,C0548,P206,HP Laptop,Electronics,1,abc,,,UPI,Mumbai,Cancelled
O08478,2025-01-30,C0477,P210,Air Conditioner,Home and Living,3,42393,0.1,,Debit Card,Bangalore,Completed
O08479,17-02-2025,C0378,P202,Samsung TV,Home and Living,-1,46777,0.05,,,Mumbai,completed
O08480,2025-03-17,C0996,P201,iPhone 15,electronics,3,17432,0.1,,Debit Card,Kolkata,Cancelled
O08481,2025/03/13,C0516,P208,Refrigerator,Electronic,-1,abc,0.1,,Cash,Mumbai,completed
O08482,18-02-2025,,P202,Samsung TV,Fashion,1,abc,5%,,Credit Card,Chennai,completed
O08483,26-02-2025,C0675,P207,Microwave Oven,Home & Living,1,75180,5%,,Cash,Jaipur,completed
O08484,19-01-2025,C0185,P207,Microwave Oven,Electronics,2,69969,5%,,Debit Card,Hyderabad,Cancelled
O08485,28/03/2025,C0310,P201,iPhone 15,Fashon,3,abc,0.05,,UPI,Pune,Returned
O08486,28/03/2025,C0497,P204,Nike Shoes,Home and Living,3,abc,0.1,,Credit Card,Chennai,completed
O08487,28/03/2025,C0626,P208,Refrigerator,Home & Living,2,58101,0,,UPI,Bangalore,Completed
O08488,09/03/2025,C0465,P204,Nike Shoes,electronics,1,72824,5%,,Cash,Chennai,Completed
O08489,09/02/2025,C0643,P208,Refrigerator,Home & Living,-1,25733,ten,,UPI,Chennai,Returned
O08490,2025/01/11,C0920,P204,Nike Shoes,Fashon,1,55082,ten,,Debit Card,Mumbai,Completed
O08491,2025/01/15,C0808,P202,Samsung TV,Home and Living,-1,abc,10%,,,Kolkata,completed
O08492,2025-03-13,C0330,P210,Air Conditioner,Home & Living,2,53287,0.05,,Cash,Bangalore,completed
O08493,2025/01/19,C0204,P209,Office Chair,Electronic,3,16166,ten,,Debit Card,Lucknow,Returned
O08494,25/03/2025,C0130,P209,Office Chair,Home & Living,-1,61581,0.05,,Debit Card,Chennai,completed
O08495,03/03/2025,C0780,P204,Nike Shoes,Fashion,2,abc,,,, ,Completed
O08496,2025/02/10,C0171,P202,Samsung TV,Fashon,1,abc,ten,,UPI,Mumbai,Returned
O08497,2025-03-20,C0710,P205,Levi Jeans,Home and Living,-1,abc,0.05,,Debit Card,Delhi,Completed
O08498,2025/01/02,C0415,P206,HP Laptop,Fashion,2,51003,,,Debit Card,Kolkata,completed
O08499,2025/02/17,C0027,P208,Refrigerator,Electronics,2,abc,5%,,,Bangalore,Cancelled
O08500,23-01-2025,C0143,P209,Office Chair,Electronics,2,abc,ten,,,Chennai,Completed
O08501,2025/03/13,C0804,P201,iPhone 15,Electronics,3,41641,0.05,,UPI,Kolkata,Cancelled
O08502,2025/01/26,C0037,P208,Refrigerator,Fashion,3,79016,ten,,Debit Card,Mumbai,completed
O08503,2025-03-05,C0912,P205,Levi Jeans,electronics,-1,75941,0,,,Lucknow,Completed
O08504,2025/03/23,C0361,P209,Office Chair,Electronic,-1,abc,,,Credit Card,Hyderabad,completed
O08505,2025/02/17,C0090,P210,Air Conditioner,Home & Living,1,77383,5%,,Cash,Chennai,Returned
O08506,2025-01-18,C0860,P202,Samsung TV,Home and Living,1,abc,,,Debit Card,Mumbai,Completed
O08507,18/01/2025,C0218,P202,Samsung TV,electronics,1,abc,0.1,,Credit Card,Kolkata,Returned
O08508,19/02/2025,C0696,P203,Sony Headphones,Electronic,-1,abc,0,,Credit Card,Bangalore,completed
O08509,2025/02/10,C0596,P203,Sony Headphones,Home and Living,2,abc,0.1,,UPI, ,Returned
O08510,13/03/2025,C0531,P204,Nike Shoes,Fashion,3,abc,0,,,Jaipur,Cancelled
O08511,15-03-2025,C0067,P202,Samsung TV,Fashon,2,79193,ten,,Credit Card,Bangalore,completed
O08512,2025-01-06,C0010,P208,Refrigerator,Electronics,3,76449,0.05,,UPI, ,Cancelled
O08513,2025-01-18,C0172,P203,Sony Headphones,Electronics,1,16246,0.05,,Cash,Kolkata,completed
O08514,2025/01/18,C0275,P208,Refrigerator,Fashon,2,abc,5%,,Debit Card,Bangalore,completed
O08515,24-01-2025,C0154,P209,Office Chair,Fashion,1,abc,0,,UPI,Bangalore,Returned
O08516,14/03/2025,C0558,P202,Samsung TV,Fashon,2,abc,5%,,UPI,Pune,Cancelled
O08517,2025-02-26,,P209,Office Chair,Electronic,2,abc,10%,,Cash,Lucknow,Cancelled
O08518,2025/01/30,C0726,P208,Refrigerator,Electronic,2,11239,,,Cash,Mumbai,Cancelled
O08519,28/01/2025,C0134,P204,Nike Shoes,electronics,2,56264,10%,,UPI,Hyderabad,Completed
O08520,26/03/2025,C0135,P204,Nike Shoes,Electronics,3,32842,0.1,,Debit Card,Bangalore,Returned
O08521,2025/01/27,C0758,P206,HP Laptop,Fashon,1,abc,0.1,,Debit Card,Bangalore,Returned
O08522,2025-03-24,C0079,P206,HP Laptop,Fashon,3,abc,5%,,UPI,Chennai,Returned
O08523,22-02-2025,C0225,P203,Sony Headphones,Home & Living,1,abc,0,,,Chennai,completed
O08524,2025-01-29,C0866,P207,Microwave Oven,electronics,1,abc,,,Cash,Jaipur,Cancelled
O08525,12/01/2025,C0721,P203,Sony Headphones,Electronic,1,abc,,,Cash,Mumbai,completed
O08526,2025-02-01,C0708,P204,Nike Shoes,Electronic,1,27382,0.1,,Debit Card, ,Completed
O08527,10-03-2025,C0930,P209,Office Chair,Home and Living,3,abc,,,Credit Card,Pune,completed
O08528,11/01/2025,C0483,P208,Refrigerator,Fashion,-1,9522,,,UPI,Hyderabad,Returned
O08529,19/01/2025,C0758,P203,Sony Headphones,Fashon,-1,1703,,,Credit Card,Jaipur,Completed
O08530,2025/03/03,C0245,P204,Nike Shoes,Home & Living,-1,abc,0,,Credit Card,Hyderabad,completed
O08531,27-01-2025,C0395,P203,Sony Headphones,Electronics,3,29536,10%,,Debit Card,Chennai,Returned
O08532,2025-03-17,C0605,P203,Sony Headphones,Home and Living,2,abc,10%,,,Kolkata,Cancelled
O08533,19/01/2025,C0793,P208,Refrigerator,Electronic,3,50199,10%,,Credit Card,Hyderabad,Cancelled
O08534,2025/01/30,C0872,P209,Office Chair,electronics,1,36271,5%,,Debit Card,Mumbai,Completed
O08535,2025/03/18,C0866,P204,Nike Shoes,Home & Living,3,66783,0.05,,,Mumbai,completed
O08536,2025-03-30,C0546,P210,Air Conditioner,Home and Living,1,abc,0.1,,Debit Card,Chennai,completed
O08537,09/03/2025,C0698,P203,Sony Headphones,Electronic,1,54066,ten,,Debit Card,Mumbai,Cancelled
O08538,2025-03-15,C0045,P209,Office Chair,Home & Living,2,76519,0,,Cash,Pune,Cancelled
O08539,2025-02-11,C0536,P202,Samsung TV,Fashion,-1,49532,10%,,Credit Card,Pune,Completed
O08540,2025/02/12,C0092,P203,Sony Headphones,Fashon,2,46857,0,,Cash,Kolkata,completed
O08541,2025/02/18,C0230,P206,HP Laptop,Electronic,2,69854,0.1,,Credit Card, ,Returned
O08542,16/03/2025,C0216,P209,Office Chair,Electronics,3,16998,0,,Cash,Lucknow,Returned
O08543,2025/03/04,C0766,P201,iPhone 15,Electronics,1,69530,ten,,,Mumbai,Cancelled
O08544,2025/03/13,C0698,P207,Microwave Oven,electronics,2,abc,0.1,,Cash,Jaipur,completed
O08545,2025/01/31,C0256,P209,Office Chair,Fashon,2,57364,0.05,,UPI,Hyderabad,completed
O08546,09-02-2025,C0576,P210,Air Conditioner,Home and Living,2,abc,ten,,UPI,Jaipur,completed
O08547,2025-03-31,C0349,P205,Levi Jeans,electronics,2,36948,0,,Credit Card,Pune,Completed
O08548,08/01/2025,C0185,P206,HP Laptop,electronics,1,abc,,,Debit Card,Hyderabad,Cancelled
O08549,2025-03-14,C0754,P201,iPhone 15,electronics,1,abc,,,Debit Card,Mumbai,Cancelled
O08550,21-02-2025,C0079,P210,Air Conditioner,Fashion,-1,abc,0.1,,Cash,Hyderabad,Cancelled
O08551,2025-02-24,C0253,P206,HP Laptop,Electronics,1,16344,ten,,,Jaipur,Completed
O08552,2025-01-23,C0789,P207,Microwave Oven,Home & Living,-1,78447,ten,,Debit Card,Delhi,Returned
O08553,29/01/2025,C0853,P201,iPhone 15,Home & Living,2,abc,10%,,Cash,Bangalore,completed
O08554,2025/02/28,C0685,P201,iPhone 15,Fashon,2,abc,0.1,,,Jaipur,Completed
O08555,24-01-2025,C0261,P206,HP Laptop,Home & Living,-1,58538,ten,,,Lucknow,Cancelled
O08556,2025-01-16,C0968,P203,Sony Headphones,Home and Living,3,68296,0,,,Delhi,completed
O08557,2025-02-03,C0673,P204,Nike Shoes,Home and Living,-1,52116,0.1,,Credit Card,Mumbai,completed
O08558,17/03/2025,C0692,P202,Samsung TV,Electronic,2,abc,,,Cash,Pune,completed
O08559,20-01-2025,C0931,P210,Air Conditioner,Home and Living,-1,55616,ten,,UPI,Kolkata,completed
O08560,2025/03/26,C0172,P202,Samsung TV,Home & Living,3,abc,ten,,,Jaipur,Cancelled
O08561,31-01-2025,C0828,P202,Samsung TV,Fashon,2,2067,5%,,,Jaipur,completed
